date,is_droplet,status,placed_gmv,delivered_gmv,cancelled_gmv,completed_gmv
2025-05-30,Y,phlebo_assigned,20613,null,null,null
2024-10-03,Y,report_hold,12160,null,null,null
2025-02-08,N,booked,1290,null,null,null
2025-05-11,Y,report_hold,14618,null,null,null
2024-11-14,Y,recollection_required,3357,null,null,null
2024-09-23,N,booked,488,null,null,null
2025-05-31,Y,confirmed,2287238,null,null,null
2024-09-28,Y,recollection_required,1045,null,null,null
2024-08-30,N,booked,1703,null,null,null
2024-12-19,Y,recollection_required,5406,null,null,null
2025-03-21,N,confirmed,999,null,null,null
2025-05-21,Y,report_hold,15891,null,null,null
2024-11-19,Y,confirmed,1347,null,null,null
2025-01-22,N,booked,1912,null,null,null
2025-01-29,N,booked,348,null,null,null
2025-04-07,Y,confirmed,468,null,null,null
2020-10-07,Y,delivered,4191984618,4103522000,0,4103522000
2022-02-12,Y,delivered,11670076098,12131902800,0,12131902800
2024-12-04,Y,delivered,30979169530,28225470240,0,28225470240
2021-11-28,Y,delivered,7438187260,7864739122,0,7864739122
2024-10-17,Y,delivered,39163005833,38054547775,0,38054547775
2024-07-19,Y,cancelled,619624194,0,597253764,597253764
2020-12-14,Y,delivered,2885119840,2650678812,0,2650678812
2024-06-18,Y,delivered,27270228528,27143004312,0,27143004312
2024-10-24,Y,delivered,36733456897,35663127885,0,35663127885
2022-06-17,Y,cancelled,347426382,0,338503473,338503473
2022-09-09,Y,delivered,19568043105,19574410905,0,19574410905
2024-10-30,Y,cancelled,326380925,0,330306888,330306888
2022-04-24,Y,delivered,12360472224,13883579192,0,13883579192
2024-05-17,Y,cancelled,304373160,0,295344610,295344610
2024-09-10,Y,cancelled,748603152,0,739020510,739020510
2022-02-04,Y,delivered,11161365020,11533324263,0,11533324263
2024-06-08,Y,cancelled,355525559,0,363566259,363566259
2020-10-18,N,cancelled,21188415,0,16617636,16617636
2022-07-28,Y,cancelled,451685540,0,477279045,477279045
2023-06-22,Y,cancelled,354525960,0,346638852,346638852
2023-06-08,N,conducted,4800160,3393666,0,3393666
2023-07-10,Y,cancelled,347704098,0,343662480,343662480
2025-04-06,Y,cancelled,454936037,0,433817720,433817720
2021-01-17,N,cancelled,7038441,0,7625660,7625660
2020-11-17,Y,delivered,2725894720,2781012881,0,2781012881
2021-02-20,Y,cancelled,130616878,0,145446222,145446222
2024-08-07,Y,cancelled,569521953,0,613506376,613506376
2025-01-15,Y,cancelled,522290187,0,480958400,480958400
2022-11-17,N,cancelled,56877359,0,51991264,51991264
2023-07-07,N,cancelled,55652400,0,58928640,58928640
2020-10-25,N,cancelled,16998644,0,14824684,14824684
2023-03-17,N,conducted,3447783,4306932,0,4306932
2024-01-23,N,conducted,6329913,7093312,0,7093312
2024-04-10,N,cancelled,76356826,0,66366408,66366408
2022-03-12,N,conducted,9900484,9142055,0,9142055
2022-05-26,N,conducted,5681821,5713053,0,5713053
2020-01-19,N,cancelled,5395210,0,4712010,4712010
2022-04-24,Y,cancelled,155982288,0,169941618,169941618
2022-08-29,N,cancelled,32127463,0,42176848,42176848
2021-03-15,Y,cancelled,156607121,0,132490800,132490800
2023-09-07,N,conducted,6329192,6394752,0,6394752
2022-02-12,N,conducted,12019455,13881300,0,13881300
2020-09-16,N,conducted,6160750,5077512,0,5077512
2020-11-08,N,cancelled,29310740,0,22936116,22936116
2021-08-08,N,conducted,3894730,4646238,0,4646238
2021-06-02,N,conducted,7666291,7106600,0,7106600
2020-10-13,Y,cancelled,70815168,0,74956148,74956148
2023-03-04,N,cancelled,68908904,0,72275638,72275638
2024-09-15,N,conducted,4801885,4878000,0,4878000
2023-05-20,N,conducted,7590320,6640150,0,6640150
2020-09-16,N,cancelled,32477860,0,31126656,31126656
2022-08-14,N,conducted,3275853,3998365,0,3998365
2020-08-05,N,conducted,4897914,3427536,0,3427536
2020-12-04,N,conducted,4416880,5451368,0,5451368
2021-03-15,N,conducted,13815279,12741163,0,12741163
2022-05-29,N,conducted,3502112,3326390,0,3326390
2024-09-03,N,conducted,13413093,10842450,0,10842450
2020-06-28,N,delivered,877184,938002,0,938002
2023-04-30,N,conducted,3103116,2550782,0,2550782
2022-12-22,N,conducted,5531864,6300415,0,6300415
2024-08-25,N,conducted,3385020,2066402,0,2066402
2023-04-04,N,conducted,2075461,2924280,0,2924280
2021-11-05,N,conducted,1611820,1994337,0,1994337
2022-03-02,N,conducted,3814160,5558962,0,5558962
2021-08-22,N,conducted,1184544,849096,0,849096
2020-04-05,N,delivered,1599,600,0,600
2021-01-07,N,delivered,24441,13500,0,13500
2024-10-14,Y,confirmed,80,null,null,null
2024-11-21,Y,report_hold,18133,null,null,null
2025-04-15,Y,specimen_reached_lfs_center,360,null,null,null
2024-12-22,Y,booked,1693,null,null,null
2024-08-23,Y,report_hold,8070,null,null,null
2025-01-18,Y,report_hold,13996,null,null,null
2024-10-16,N,booked,319,null,null,null
2025-04-01,N,validated,2100,null,null,null
2025-05-14,N,validated,1800,null,null,null
2022-11-20,Y,delivered,25483375585,27317340480,0,27317340480
2024-02-20,Y,delivered,29427882594,29156343973,0,29156343973
2023-08-15,Y,delivered,21869761532,23147076500,0,23147076500
2021-03-07,Y,cancelled,113994912,0,107531610,107531610
2024-11-29,Y,delivered,29451198894,27303994305,0,27303994305
2021-05-28,Y,cancelled,811099614,0,918907252,918907252
2025-01-23,Y,delivered,36906513028,36061130636,0,36061130636
2024-10-16,Y,delivered,38032652317,36671374827,0,36671374827
2024-01-30,N,conducted,8986670,7234818,0,7234818
2022-06-15,Y,delivered,16575853708,16434688095,0,16434688095
2023-06-18,Y,delivered,21734821395,22559456150,0,22559456150
2024-08-22,Y,cancelled,725372970,0,736211940,736211940
2023-02-15,Y,delivered,19947240840,19026338665,0,19026338665
2022-04-03,Y,delivered,10466968212,10767387020,0,10767387020
2023-12-01,Y,cancelled,340092452,0,356526330,356526330
2022-05-24,N,cancelled,96557994,0,98861880,98861880
2020-03-07,N,conducted,19152731,20306943,0,20306943
2024-12-02,Y,delivered,33753890520,32850571804,0,32850571804
2024-06-27,N,cancelled,50571015,0,47129237,47129237
2021-03-29,Y,cancelled,167947846,0,158976414,158976414
2022-03-22,Y,cancelled,178507120,0,163385190,163385190
2025-04-09,N,cancelled,55081458,0,44877409,44877409
2020-09-01,N,cancelled,37033854,0,25098113,25098113
2023-03-16,Y,cancelled,421207144,0,421798398,421798398
2021-01-06,Y,cancelled,109303164,0,132618486,132618486
2023-07-02,Y,cancelled,299250720,0,315042831,315042831
2021-07-06,N,cancelled,1873113,0,2955711,2955711
2024-09-14,Y,cancelled,810762472,0,754331832,754331832
2025-03-25,Y,cancelled,554879199,0,570767382,570767382
2025-04-08,N,cancelled,52281768,0,42755643,42755643
2023-07-09,Y,cancelled,473623527,0,470703936,470703936
2021-11-27,Y,cancelled,113155212,0,95928880,95928880
2021-06-19,Y,cancelled,213993825,0,233820675,233820675
2025-05-20,N,cancelled,29846600,0,27744624,27744624
2023-08-08,Y,cancelled,437161554,0,449802990,449802990
2021-07-14,Y,cancelled,275115824,0,247391808,247391808
2021-12-08,N,conducted,7548892,7401200,0,7401200
2022-04-05,N,cancelled,2582454,0,2861100,2861100
2022-05-20,N,conducted,5346767,5527053,0,5527053
2021-12-03,N,conducted,7189120,5854626,0,5854626
2021-09-13,N,conducted,7711925,7451150,0,7451150
2024-04-08,N,conducted,8192140,10786152,0,10786152
2025-01-25,N,cancelled,65761209,0,71392860,71392860
2020-04-03,N,cancelled,4411854,0,3858036,3858036
2023-09-16,N,conducted,9024839,11706360,0,11706360
2023-01-09,N,conducted,3585295,2607955,0,2607955
2023-04-03,N,conducted,3260285,4230356,0,4230356
2021-06-06,N,cancelled,19412262,0,24407568,24407568
2021-07-21,N,conducted,9103920,9654435,0,9654435
2020-05-14,N,delivered,41299,45000,0,45000
2022-07-05,N,delivered,null,110,0,110
2024-09-08,Y,recollection_required,755,null,null,null
2025-03-25,Y,report_hold,31506,null,null,null
2024-12-22,Y,recollection_required,4187,null,null,null
2025-05-14,Y,sent_to_lab,2285,null,null,null
2025-04-15,Y,confirmed,1444,null,null,null
2021-04-30,N,delivered,18019,null,null,null
2025-04-26,Y,recollection_required,10401,null,null,null
2025-01-27,Y,recollection_required,2949,null,null,null
2025-04-14,Y,confirmed,3400,null,null,null
2025-01-23,Y,report_hold,10986,null,null,null
2024-09-10,Y,recollection_required,7677,null,null,null
2024-11-28,Y,confirmed,718,null,null,null
2025-05-12,Y,report_hold,11391,null,null,null
2025-03-13,Y,recollection_required,2815,null,null,null
2024-03-22,Y,delivered,25360957678,24868762776,0,24868762776
2023-04-07,Y,delivered,25651670787,25280925096,0,25280925096
2024-11-17,Y,delivered,36419464554,38257060460,0,38257060460
2021-01-22,Y,delivered,3500676846,3601551184,0,3601551184
2021-12-25,Y,delivered,6950372301,6893758536,0,6893758536
2025-04-23,Y,delivered,37873033319,38536270784,0,38536270784
2023-06-10,Y,delivered,24798124794,22055830132,0,22055830132
2022-04-06,Y,delivered,9793682010,9576122257,0,9576122257
2023-09-22,Y,cancelled,419436276,0,469413510,469413510
2024-12-26,Y,cancelled,415915776,0,399366072,399366072
2022-04-26,Y,delivered,11691384993,11558146228,0,11558146228
2022-07-14,Y,delivered,17944671594,17476903402,0,17476903402
2022-05-09,Y,cancelled,179929352,0,183690147,183690147
2023-10-07,Y,delivered,37475134939,34823809075,0,34823809075
2022-04-04,Y,delivered,9629931042,9604848930,0,9604848930
2021-06-30,Y,delivered,7111132875,7799897736,0,7799897736
2024-11-28,N,conducted,7359576,7612451,0,7612451
2023-07-05,N,conducted,2591008,3191153,0,3191153
2022-11-21,Y,cancelled,413130210,0,392703792,392703792
2024-04-04,Y,cancelled,294140616,0,277004350,277004350
2024-04-08,N,cancelled,55780604,0,74435634,74435634
2021-09-07,Y,delivered,7548942016,7491473730,0,7491473730
2023-08-07,N,cancelled,47703159,0,49214976,49214976
2020-09-08,Y,cancelled,72959334,0,60335762,60335762
2024-10-08,N,conducted,5219928,6019776,0,6019776
2024-02-26,Y,delivered,27703411386,26917498964,0,26917498964
2024-09-28,Y,cancelled,740837307,0,784118070,784118070
2022-02-18,N,conducted,7759692,9598167,0,9598167
2024-09-21,N,cancelled,98057196,0,111610576,111610576
2023-11-02,Y,cancelled,329917026,0,338499798,338499798
2020-01-23,N,conducted,7771248,8958501,0,8958501
2022-12-19,N,conducted,6203538,5512010,0,5512010
2022-05-30,N,cancelled,75337240,0,66658304,66658304
2023-07-16,Y,cancelled,366128399,0,397944160,397944160
2023-12-15,Y,cancelled,264388828,0,272349872,272349872
2020-08-17,N,conducted,6068790,7448272,0,7448272
2022-08-14,N,cancelled,36309481,0,34880825,34880825
2021-04-18,N,cancelled,47463875,0,48614265,48614265
2025-04-20,N,cancelled,40542751,0,37334036,37334036
2021-02-28,Y,cancelled,105278264,0,96956839,96956839
2025-05-14,N,cancelled,36354128,0,43096725,43096725
2020-11-01,N,cancelled,18534813,0,15558256,15558256
2024-09-11,N,conducted,11597530,11461527,0,11461527
2020-05-05,N,cancelled,7079280,0,4919769,4919769
2024-12-08,N,cancelled,37992959,0,36889830,36889830
2020-02-25,N,cancelled,5743424,0,5491800,5491800
2023-04-08,N,conducted,6156672,5881764,0,5881764
2021-05-17,N,cancelled,27926388,0,31023927,31023927
2020-11-23,N,delivered,15660216,18382612,0,18382612
2025-04-07,N,cancelled,55771200,0,52050612,52050612
2021-05-12,N,cancelled,17109792,0,21636544,21636544
2021-11-11,N,cancelled,12835680,0,10830080,10830080
2022-02-01,N,cancelled,2707460,0,2409264,2409264
2020-07-01,N,cancelled,11619030,0,13166460,13166460
2022-10-10,N,conducted,3827800,5783652,0,5783652
2020-05-05,N,conducted,642600,776930,0,776930
2021-06-12,N,delivered,null,32195,0,32195
2020-12-25,N,delivered,1433544,1726410,0,1726410
2020-02-13,N,delivered,812106,740160,0,740160
2023-01-22,N,conducted,3534624,3000534,0,3000534
2022-05-27,N,delivered,null,357,0,357
2025-04-29,N,confirmed,12708,null,null,null
2024-10-09,Y,report_hold,14983,null,null,null
2025-05-19,Y,report_hold,19116,null,null,null
2025-05-27,Y,confirmed,137491,null,null,null
2024-10-16,Y,report_hold,12593,null,null,null
2025-05-12,N,confirmed,4278,null,null,null
2025-05-29,N,validated,7380,null,null,null
2024-08-19,Y,recollection_required,814,null,null,null
2024-12-29,Y,confirmed,1979,null,null,null
2024-09-20,Y,recollection_required,1878,null,null,null
2025-02-04,Y,sample_collected,488,null,null,null
2024-12-11,N,confirmed,1912,null,null,null
2025-02-26,Y,sample_collected,2794,null,null,null
2024-09-26,N,confirmed,360,null,null,null
2025-05-18,Y,confirmed,13088,null,null,null
2025-05-17,N,confirmed,13201,null,null,null
2025-05-22,Y,report_hold,26264,null,null,null
2024-10-13,Y,recollection_required,4077,null,null,null
2025-04-21,N,validated,0,null,null,null
2021-07-25,Y,delivered,5729177640,5891687811,0,5891687811
2025-01-24,Y,delivered,38271456664,36717215392,0,36717215392
2022-11-16,Y,delivered,20846550050,20901799600,0,20901799600
2023-11-25,Y,delivered,20586844006,20289581589,0,20289581589
2023-09-23,N,cancelled,112755380,0,122580072,122580072
2022-05-18,N,cancelled,26337192,0,20666646,20666646
2023-03-07,Y,delivered,14636635146,14959777470,0,14959777470
2024-12-03,Y,cancelled,379470675,0,377645388,377645388
2021-09-05,Y,delivered,8519523012,8269984444,0,8269984444
2021-01-20,Y,delivered,3852699350,3404892740,0,3404892740
2025-02-17,Y,cancelled,538433100,0,549306455,549306455
2022-11-10,Y,delivered,20773017927,20452415419,0,20452415419
2023-05-23,Y,delivered,18202828140,17692624560,0,17692624560
2022-06-17,Y,delivered,16687166028,17621030308,0,17621030308
2024-12-04,Y,cancelled,336527896,0,345955644,345955644
2024-06-01,Y,delivered,30023367966,29615731782,0,29615731782
2023-11-12,Y,delivered,5230022220,5330705730,0,5330705730
2021-04-15,Y,delivered,11864303855,9741478420,0,9741478420
2020-10-08,Y,cancelled,72692765,0,71046288,71046288
2021-01-09,Y,delivered,5214077550,5353770368,0,5353770368
2023-01-27,Y,cancelled,429713830,0,424454720,424454720
2024-05-06,Y,cancelled,384772167,0,385116444,385116444
2022-09-17,Y,cancelled,736556516,0,766497549,766497549
2022-12-23,Y,cancelled,446629523,0,429547800,429547800
2024-03-02,N,cancelled,106841040,0,99477318,99477318
2023-08-05,N,cancelled,100117780,0,95359518,95359518
2024-08-30,Y,cancelled,704356947,0,711796868,711796868
2025-03-12,Y,cancelled,441396585,0,489646586,489646586
2025-03-26,N,conducted,11109278,12819470,0,12819470
2022-05-28,Y,cancelled,373246970,0,364197394,364197394
2020-11-02,N,delivered,4089381,5976612,0,5976612
2025-04-16,N,cancelled,55925522,0,59785824,59785824
2020-11-09,Y,cancelled,72328222,0,81438959,81438959
2020-02-02,N,cancelled,2780552,0,3541080,3541080
2024-09-09,N,conducted,15987744,12467682,0,12467682
2022-05-17,N,cancelled,19898886,0,23769612,23769612
2021-11-26,N,conducted,5487400,6325302,0,6325302
2020-11-05,N,cancelled,36001350,0,28269924,28269924
2020-07-03,Y,cancelled,36062100,0,36838347,36838347
2020-10-02,N,cancelled,33258456,0,31253463,31253463
2020-12-20,N,conducted,2559219,3243902,0,3243902
2021-05-16,N,cancelled,18279672,0,13939602,13939602
2020-04-23,N,cancelled,10087851,0,7723236,7723236
2020-06-11,N,conducted,1971524,1936032,0,1936032
2025-04-06,N,conducted,4450524,4477826,0,4477826
2022-10-09,N,cancelled,36042587,0,35043725,35043725
2021-06-17,N,conducted,9453875,8065497,0,8065497
2021-06-03,N,cancelled,12709914,0,14156964,14156964
2020-12-21,N,conducted,5596192,4750108,0,4750108
2021-06-28,N,conducted,8396596,9435811,0,9435811
2024-06-29,N,conducted,19909662,16650036,0,16650036
2022-03-01,N,conducted,10610311,10285550,0,10285550
2025-04-15,N,conducted,19643435,18178615,0,18178615
2020-07-31,N,delivered,1237430,1127568,0,1127568
2021-05-31,N,delivered,863808,551976,0,551976
2020-04-28,N,delivered,324000,575985,0,575985
2023-10-04,N,conducted,8269568,7693504,0,7693504
2024-12-28,Y,report_hold,39103,null,null,null
2025-05-27,N,confirmed,24336,null,null,null
2021-04-13,N,delivered,19380,null,null,null
2024-11-20,Y,confirmed,3408,null,null,null
2024-11-24,Y,report_hold,6736,null,null,null
2025-01-23,Y,recollection_required,1865,null,null,null
2024-08-04,N,validated,1757,null,null,null
2025-06-01,N,pending,1778,null,null,null
2025-02-27,Y,confirmed,158,null,null,null
2025-05-24,Y,sent_to_lab,28285,null,null,null
2025-05-08,Y,confirmed,2532,null,null,null
2024-10-30,Y,report_hold,14118,null,null,null
2024-11-23,N,booked,1989,null,null,null
2024-10-01,Y,report_hold,37601,null,null,null
2025-01-25,Y,recollection_required,7855,null,null,null
2025-01-14,Y,recollection_required,1708,null,null,null
2024-08-18,N,confirmed,729,null,null,null
2025-02-08,N,confirmed,809,null,null,null
2020-07-06,Y,delivered,1359040998,1285485267,0,1285485267
2025-05-08,Y,delivered,37311648322,37108064280,0,37108064280
2023-05-17,Y,delivered,18736077320,18133308539,0,18133308539
2023-11-07,Y,delivered,18649281897,18381955815,0,18381955815
2024-02-11,Y,delivered,27446985728,28469327952,0,28469327952
2023-04-14,Y,delivered,25647576148,25130274450,0,25130274450
2022-12-21,Y,delivered,23389093464,20883328125,0,20883328125
2024-10-20,Y,cancelled,435409011,0,417615264,417615264
2024-06-19,Y,delivered,28801696848,28296873960,0,28296873960
2024-03-08,Y,delivered,27955380112,27262757990,0,27262757990
2021-11-13,Y,delivered,8192307559,7383711812,0,7383711812
2020-09-02,Y,delivered,2949654356,2554722560,0,2554722560
2021-08-30,Y,delivered,6466762432,6930161756,0,6930161756
2025-03-28,Y,delivered,49294896929,45609693376,0,45609693376
2023-02-08,Y,cancelled,447214356,0,455742413,455742413
2024-03-23,Y,delivered,26880824046,26156494848,0,26156494848
2024-04-09,Y,delivered,22202376768,22874069904,0,22874069904
2023-06-23,Y,delivered,19342274400,18805088470,0,18805088470
2023-11-23,Y,delivered,16957551015,15902580190,0,15902580190
2021-03-22,Y,delivered,4852902216,4573784950,0,4573784950
2020-09-26,Y,cancelled,108421170,0,106556996,106556996
2020-04-25,Y,delivered,255589984,214843936,0,214843936
2024-06-11,N,conducted,9529659,9544392,0,9544392
2023-08-16,Y,cancelled,453576701,0,429948170,429948170
2025-02-02,Y,delivered,43158620265,43344316302,0,43344316302
2023-10-02,Y,cancelled,492481446,0,480181000,480181000
2020-02-18,Y,cancelled,45849993,0,40457875,40457875
2021-10-26,Y,delivered,7541847396,6712631296,0,6712631296
2023-10-25,N,cancelled,96451082,0,96310493,96310493
2020-09-10,N,cancelled,38702089,0,33854344,33854344
2020-09-17,Y,delivered,3456006762,3435940376,0,3435940376
2022-12-25,Y,cancelled,255019968,0,232059910,232059910
2022-11-12,Y,cancelled,620956100,0,609123375,609123375
2025-03-19,Y,cancelled,468098136,0,477907350,477907350
2022-12-18,Y,cancelled,408559655,0,444295368,444295368
2024-11-12,N,conducted,13698132,13639162,0,13639162
2020-07-14,N,cancelled,28944810,0,31210256,31210256
2023-02-27,N,cancelled,31246272,0,32748044,32748044
2020-07-01,Y,delivered,1321014376,1243233930,0,1243233930
2023-07-17,N,cancelled,44603898,0,45539112,45539112
2023-09-30,N,cancelled,97459750,0,89502208,89502208
2025-04-14,Y,cancelled,555926100,0,536977951,536977951
2020-11-28,Y,cancelled,62970809,0,65576630,65576630
2020-01-14,Y,cancelled,33223932,0,34069497,34069497
2023-07-19,N,cancelled,35035104,0,35048328,35048328
2023-04-22,Y,cancelled,382683640,0,373901004,373901004
2025-02-13,Y,cancelled,516159168,0,534411808,534411808
2024-09-04,Y,cancelled,621589990,0,659587160,659587160
2022-02-22,Y,cancelled,199538880,0,195176872,195176872
2023-03-20,N,cancelled,45353264,0,44326632,44326632
2021-10-02,N,cancelled,6398728,0,5460264,5460264
2022-05-21,N,cancelled,70218216,0,70185748,70185748
2022-08-24,N,cancelled,57719140,0,55120576,55120576
2024-11-28,Y,cancelled,355438935,0,376125660,376125660
2021-09-27,N,cancelled,6288282,0,7215230,7215230
2023-07-06,N,cancelled,47970408,0,51415936,51415936
2022-09-29,N,cancelled,33403616,0,34303227,34303227
2024-06-14,N,conducted,7591084,7594336,0,7594336
2024-08-21,N,conducted,11550616,11650650,0,11650650
2024-02-19,N,conducted,9174858,9405045,0,9405045
2023-11-07,N,conducted,6437650,5047328,0,5047328
2022-02-09,N,cancelled,5962850,0,5474700,5474700
2022-10-02,N,cancelled,21790545,0,19613703,19613703
2023-07-29,N,conducted,9345517,8082545,0,8082545
2020-06-23,N,delivered,265440,546155,0,546155
2022-03-04,N,conducted,4843708,3283896,0,3283896
2025-03-18,N,conducted,16830996,18219680,0,18219680
2022-12-20,N,conducted,4737600,5268840,0,5268840
2021-11-14,N,conducted,2628268,3764075,0,3764075
2022-02-03,N,cancelled,2591160,0,4798336,4798336
2020-09-01,N,delivered,961280,1067310,0,1067310
2023-03-08,N,conducted,551760,636450,0,636450
2021-04-07,N,delivered,17920,17790,0,17790
2020-03-16,N,delivered,138036,4200,0,4200
2022-05-05,N,delivered,null,129,0,129
2025-03-08,Y,report_hold,11102,null,null,null
2024-10-06,N,booked,3006,null,null,null
2025-04-03,Y,confirmed,3600,null,null,null
2025-02-06,N,booked,14479,null,null,null
2024-08-12,Y,specimen_reached_lfs_center,593,null,null,null
2025-05-30,N,delivered,899,null,null,null
2025-04-25,Y,sample_collected,999,null,null,null
2024-07-30,Y,recollection_required,100,null,null,null
2025-05-23,N,confirmed,5759,null,null,null
2020-04-15,N,delivered,4500,null,null,null
2024-12-11,Y,delivered,30261781872,29443926729,0,29443926729
2024-11-19,Y,delivered,34454647883,33636368135,0,33636368135
2024-05-30,Y,delivered,28063242048,25788530256,0,25788530256
2024-07-28,Y,delivered,40139589351,39879908024,0,39879908024
2024-01-23,Y,delivered,15957209418,15056114502,0,15056114502
2025-01-28,Y,cancelled,510873309,0,500893008,500893008
2024-05-13,Y,delivered,25716243686,25126527426,0,25126527426
2024-10-11,Y,delivered,30460488388,31148244150,0,31148244150
2023-07-12,Y,cancelled,352491300,0,327974260,327974260
2024-04-03,Y,delivered,28451421878,28087283520,0,28087283520
2023-10-14,Y,cancelled,421383288,0,421990648,421990648
2021-07-18,Y,delivered,5656451684,6163636596,0,6163636596
2024-11-15,Y,cancelled,609517354,0,557192324,557192324
2022-09-09,Y,cancelled,421889348,0,438235220,438235220
2024-07-09,N,cancelled,70549977,0,64367189,64367189
2020-02-25,Y,delivered,2118137186,2255171923,0,2255171923
2024-11-28,N,cancelled,36845009,0,43195632,43195632
2022-12-15,Y,delivered,17965512810,16838233308,0,16838233308
2023-12-09,Y,delivered,21635595696,19815042950,0,19815042950
2023-11-27,Y,delivered,18837311674,19632551890,0,19632551890
2024-05-03,Y,cancelled,362363670,0,333295692,333295692
2021-04-21,N,cancelled,91276248,0,66843840,66843840
2022-08-19,N,cancelled,44037010,0,48133995,48133995
2021-08-11,Y,delivered,5883352622,5956456259,0,5956456259
2020-05-25,N,cancelled,31527115,0,42261048,42261048
2024-05-14,Y,cancelled,374476070,0,354897080,354897080
2024-02-13,N,conducted,9952025,11897820,0,11897820
2023-01-30,N,cancelled,11830304,0,11960384,11960384
2021-02-01,Y,delivered,3799473230,3804072000,0,3804072000
2022-08-13,Y,cancelled,439716928,0,416032785,416032785
2021-10-22,N,conducted,7609950,8567832,0,8567832
2022-06-20,N,cancelled,149614092,0,146929776,146929776
2022-12-21,Y,cancelled,478544456,0,431199612,431199612
2020-05-15,Y,cancelled,14618504,0,13935090,13935090
2023-05-14,N,conducted,5390759,4404464,0,4404464
2024-06-12,Y,cancelled,393723347,0,376605396,376605396
2022-06-27,Y,cancelled,298016026,0,285899324,285899324
2020-08-15,N,cancelled,13615368,0,11377529,11377529
2023-10-06,N,conducted,9475923,9085334,0,9085334
2022-03-30,Y,cancelled,202399764,0,208551442,208551442
2024-09-28,N,cancelled,72925014,0,71987709,71987709
2024-12-15,N,cancelled,16504384,0,15947899,15947899
2020-08-27,Y,cancelled,97795908,0,93270477,93270477
2021-01-24,Y,cancelled,94187718,0,93031455,93031455
2025-02-09,N,conducted,2922164,4027317,0,4027317
2020-01-31,Y,cancelled,28946001,0,36933764,36933764
2020-02-17,Y,cancelled,34330030,0,32054484,32054484
2024-01-25,N,cancelled,45873058,0,45310941,45310941
2021-10-15,N,cancelled,2578488,0,1632770,1632770
2020-03-21,N,cancelled,6034275,0,4276090,4276090
2020-09-23,N,cancelled,31781840,0,31451227,31451227
2022-11-19,N,cancelled,79291200,0,74777439,74777439
2022-08-20,N,conducted,13551501,13717872,0,13717872
2023-02-04,N,conducted,8953604,7564388,0,7564388
2025-03-04,N,conducted,15431647,15030210,0,15030210
2020-12-04,Y,cancelled,78307632,0,67215764,67215764
2020-08-24,N,delivered,845520,696652,0,696652
2021-10-04,N,conducted,11066250,11380982,0,11380982
2023-12-11,N,conducted,9884290,7464618,0,7464618
2020-06-19,N,cancelled,19262740,0,20338227,20338227
2021-03-18,N,conducted,12020190,11577312,0,11577312
2025-05-08,N,cancelled,26069004,0,24765310,24765310
2022-05-06,N,delivered,null,799,0,799
2021-12-28,N,conducted,8577474,8878870,0,8878870
2020-08-02,N,conducted,941040,946461,0,946461
2020-06-27,N,delivered,531622,896859,0,896859
2025-03-10,Y,confirmed,2249,null,null,null
2025-04-22,Y,confirmed,13756,null,null,null
2025-03-20,N,booked,2105,null,null,null
2025-02-19,Y,report_hold,16549,null,null,null
2021-02-07,N,delivered,0,null,null,null
2024-09-29,Y,recollection_required,3783,null,null,null
2025-05-14,Y,recollection_required,7984,null,null,null
2025-03-27,Y,recollection_required,2687,null,null,null
2024-11-30,N,booked,1290,null,null,null
2024-09-21,Y,booked,321,null,null,null
2024-11-18,N,booked,4683,null,null,null
2024-10-12,N,booked,6992,null,null,null
2025-05-03,Y,sample_collected,9216,null,null,null
2024-10-25,Y,delivered,32064576768,32677480300,0,32677480300
2024-12-29,Y,delivered,37448988220,36985405800,0,36985405800
2021-08-19,Y,delivered,6395088430,6821864642,0,6821864642
2025-02-12,Y,delivered,40603057680,42084093401,0,42084093401
2024-09-12,Y,delivered,39307706986,39640758885,0,39640758885
2020-06-07,Y,delivered,1175872350,997494904,0,997494904
2021-03-24,Y,delivered,6237694101,5514090162,0,5514090162
2023-10-13,N,cancelled,254905938,0,245495811,245495811
2021-10-27,N,cancelled,3678087,0,4160750,4160750
2022-08-21,N,conducted,2788236,2992185,0,2992185
2023-06-20,Y,cancelled,274420316,0,261923784,261923784
2020-12-22,Y,delivered,3835671200,3489771669,0,3489771669
2020-09-22,N,cancelled,41534885,0,31816929,31816929
2025-01-08,Y,delivered,37986155530,37628464704,0,37628464704
2023-02-16,Y,cancelled,373732268,0,380315964,380315964
2024-08-09,N,cancelled,87729628,0,100148576,100148576
2021-11-30,Y,delivered,7209238239,7262739211,0,7262739211
2025-04-24,N,conducted,12337903,10548360,0,10548360
2021-10-01,Y,cancelled,160471437,0,165785640,165785640
2023-01-21,Y,cancelled,533569776,0,527066205,527066205
2023-08-07,Y,delivered,26716772565,25454194754,0,25454194754
2022-09-30,Y,cancelled,370925037,0,372629400,372629400
2022-08-17,Y,cancelled,493463844,0,460330749,460330749
2022-07-08,Y,cancelled,386043272,0,376048192,376048192
2020-07-15,Y,cancelled,32638671,0,35654502,35654502
2021-08-15,Y,cancelled,139425040,0,137606526,137606526
2025-01-01,Y,cancelled,311179029,0,314520451,314520451
2023-08-15,N,cancelled,37077440,0,36078032,36078032
2020-01-24,Y,delivered,1742735709,1496372736,0,1496372736
2021-04-23,N,cancelled,73680192,0,83955372,83955372
